"product_id","product_name","total_unit_sold","total_returned","return_percentage"
124,"Beyerdynamic DT 990 Pro Headphones","37","4","10.81081081081081081100"
81,"Samsung 32-Inch Monitor","37","4","10.81081081081081081100"
32,"Apple TV 4K (2022)","65","7","10.76923076923076923100"
695,"Dog Bandana","65","7","10.76923076923076923100"
187,"Bose Soundbar 700","28","3","10.71428571428571428600"
142,"Bose QuietComfort Earbuds","28","3","10.71428571428571428600"
131,"Microsoft Surface Laptop Studio","28","3","10.71428571428571428600"
693,"Pet Door","56","6","10.71428571428571428600"
97,"HP Spectre x360 14","28","3","10.71428571428571428600"
186,"GoPro HERO8 Black","47","5","10.63829787234042553200"
713,"Skateboard Deck","66","7","10.60606060606060606100"
188,"Garmin Edge 530 GPS Bike Computer","38","4","10.52631578947368421100"
469,"Kitchen Utensil Set","19","2","10.52631578947368421100"
599,"Exercise Ball","19","2","10.52631578947368421100"
65,"Samsung Galaxy S22 Ultra","38","4","10.52631578947368421100"
687,"Soccer Shin Guards","67","7","10.44776119402985074600"
672,"Toy Robot","68","7","10.29411764705882352900"
651,"Frisbee","68","7","10.29411764705882352900"
140,"HP ENVY 13 Laptop","39","4","10.25641025641025641000"
88,"Sony WH-1000XM4 Wireless Headphones","39","4","10.25641025641025641000"
51,"Dell Alienware x17 Gaming Laptop","49","5","10.20408163265306122400"
23,"Apple MacBook Pro 13-inch (M1)","59","6","10.16949152542372881400"
696,"Bird Treats","70","7","10.00000000000000000000"
477,"Electric Wine Opener","10","1","10.00000000000000000000"
272,"Razer Basilisk V3 Gaming Mouse","10","1","10.00000000000000000000"
539,"Drawer Cutlery Organizer","10","1","10.00000000000000000000"
644,"Glow Sticks","10","1","10.00000000000000000000"
4,"Apple AirPods Pro 2nd Gen","130","13","10.00000000000000000000"
35,"Apple Watch SE (2022)","80","8","10.00000000000000000000"
294,"HP Envy 32 All-in-One Desktop","10","1","10.00000000000000000000"
481,"Knife Set","10","1","10.00000000000000000000"
483,"Waffle Maker","10","1","10.00000000000000000000"
415,"Women's Maxi Dress","10","1","10.00000000000000000000"
409,"Men's Casual Polo","10","1","10.00000000000000000000"
245,"Sony RX100 VII Compact Camera","40","4","10.00000000000000000000"
332,"Men's Blazer","10","1","10.00000000000000000000"
420,"Women's Denim Overalls","10","1","10.00000000000000000000"
692,"Archery Set","60","6","10.00000000000000000000"
573,"Hiking Backpack","10","1","10.00000000000000000000"
370,"Women's Long Sleeve Shirt","10","1","10.00000000000000000000"
582,"Bird Toy","10","1","10.00000000000000000000"
237,"Sony A6600 Mirrorless Camera","30","3","10.00000000000000000000"
399,"Men's Utility Shorts","10","1","10.00000000000000000000"
535,"Ice Cube Trays","10","1","10.00000000000000000000"
574,"Camping Tent","10","1","10.00000000000000000000"
421,"Men's Formal Shoes","10","1","10.00000000000000000000"
652,"Soccer Net","82","8","9.75609756097560975600"
173,"Microsoft Surface Dock 2","41","4","9.75609756097560975600"
90,"Canon EOS R5 Mirrorless Camera","41","4","9.75609756097560975600"
222,"Sony Xperia 10 III","31","3","9.67741935483870967700"
198,"Logitech G Pro Wireless Gaming Mouse","31","3","9.67741935483870967700"
16,"Apple iPhone 12 Mini","62","6","9.67741935483870967700"
85,"Samsung Galaxy S20 Ultra","31","3","9.67741935483870967700"
11,"Apple iPad Air (5th Gen)","83","8","9.63855421686746988000"
659,"Sports Massage Roller","63","6","9.52380952380952381000"
119,"Elgato Stream Deck XL","42","4","9.52380952380952381000"
28,"Apple Magic Keyboard with Touch ID","63","6","9.52380952380952381000"
740,"Electronic Building Blocks","74","7","9.45945945945945945900"
98,"ASUS ROG Strix Scar 15","32","3","9.37500000000000000000"
73,"Samsung Galaxy Z Flip 5","54","5","9.25925925925925925900"
439,"Men's Jogging Pants","11","1","9.09090909090909090900"
282,"Logitech G502 Lightspeed Wireless Mouse","11","1","9.09090909090909090900"
403,"Women's Wide Brim Hat","11","1","9.09090909090909090900"
71,"Samsung 55-Inch The Frame TV","44","4","9.09090909090909090900"
649,"Electronic Drum Set","11","1","9.09090909090909090900"
532,"Collapsible Storage Bins","11","1","9.09090909090909090900"
297,"Microsoft Surface Pro 6","11","1","9.09090909090909090900"
444,"Coffee Maker","11","1","9.09090909090909090900"
382,"Men's Chino Shorts","11","1","9.09090909090909090900"
402,"Men's Knit Beanie","11","1","9.09090909090909090900"
268,"Canon EOS 6D Mark II Camera Kit","11","1","9.09090909090909090900"
547,"Dog Leash","11","1","9.09090909090909090900"
560,"Dollhouse","11","1","9.09090909090909090900"
563,"Puzzle","11","1","9.09090909090909090900"
337,"Men's Dress Shoes","11","1","9.09090909090909090900"
31,"Apple TV 4K","77","7","9.09090909090909090900"
436,"Unisex Knit Scarf","11","1","9.09090909090909090900"
511,"Rolling Pin","11","1","9.09090909090909090900"
220,"Fitbit Luxe","33","3","9.09090909090909090900"
733,"Cat Water Fountain","67","6","8.95522388059701492500"
699,"Cat Window Perch","56","5","8.92857142857142857100"
239,"Microsoft Surface Laptop Go","45","4","8.88888888888888888900"
250,"Jabra Elite 65t Wireless Earbuds","34","3","8.82352941176470588200"
657,"Yoga Blocks","57","5","8.77192982456140350900"
736,"Kids’ Bounce House","57","5","8.77192982456140350900"
138,"Razer DeathAdder V2","35","3","8.57142857142857142900"
722,"Trail Running Shoes","70","6","8.57142857142857142900"
94,"Fitbit Charge 5","35","3","8.57142857142857142900"
55,"Samsung Galaxy Tab S8","35","3","8.57142857142857142900"
431,"Men's Dress Boots","12","1","8.33333333333333333300"
636,"Pet Gate","12","1","8.33333333333333333300"
478,"Pizza Stone","12","1","8.33333333333333333300"
707,"Kids’ Board Games","84","7","8.33333333333333333300"
554,"Dog Toys Set","12","1","8.33333333333333333300"
64,"Samsung Galaxy Watch 4","36","3","8.33333333333333333300"
520,"Induction Cookware Set","12","1","8.33333333333333333300"
274,"Sony RX0 II Camera","12","1","8.33333333333333333300"
608,"Dog Nail Clippers","12","1","8.33333333333333333300"
516,"Pop-Up Toaster","12","1","8.33333333333333333300"
404,"Men's Denim Jeans","12","1","8.33333333333333333300"
320,"Women's Sun Hat","12","1","8.33333333333333333300"
635,"Cat Food Dispenser","12","1","8.33333333333333333300"
721,"Fitness Mat","49","4","8.16326530612244898000"
77,"Samsung Galaxy A52 5G","50","4","8.00000000000000000000"
653,"Tennis Set","75","6","8.00000000000000000000"
117,"Western Digital 4TB My Passport External HD","38","3","7.89473684210526315800"
60,"Samsung Odyssey G9","38","3","7.89473684210526315800"
38,"Apple Watch Ultra","64","5","7.81250000000000000000"
389,"Men's Casual Shirt","13","1","7.69230769230769230800"
339,"Men's Zip-Up Hoodie","13","1","7.69230769230769230800"
502,"Wooden Salad Bowl","13","1","7.69230769230769230800"
201,"Nintendo Switch Pro Controller","26","2","7.69230769230769230800"
371,"Unisex Knit Gloves","13","1","7.69230769230769230800"
52,"Dell XPS 15 Laptop","26","2","7.69230769230769230800"
377,"Men's Lightweight Jacket","13","1","7.69230769230769230800"
18,"Apple iPhone 14","80","6","7.50000000000000000000"
728,"Cat Puzzle Feeder","67","5","7.46268656716417910400"
670,"Dog Cooling Vest","67","5","7.46268656716417910400"
179,"Huawei MatePad Pro","27","2","7.40740740740740740700"
656,"Baseball Set","68","5","7.35294117647058823500"
170,"Jabra Speak 710","41","3","7.31707317073170731700"
136,"Sony X90J 55-Inch TV","41","3","7.31707317073170731700"
694,"Cat Food Mat","69","5","7.24637681159420289900"
160,"Corsair K95 RGB Platinum","28","2","7.14285714285714285700"
433,"Unisex Wide Brim Hat","14","1","7.14285714285714285700"
80,"Samsung 49-Inch Odyssey G9 Curved Monitor","42","3","7.14285714285714285700"
596,"Skateboard","14","1","7.14285714285714285700"
340,"Women's Athletic Shoes","14","1","7.14285714285714285700"
445,"Electric Kettle","14","1","7.14285714285714285700"
572,"Golf Clubs","14","1","7.14285714285714285700"
406,"Unisex Stylish Socks","14","1","7.14285714285714285700"
480,"Panini Press","14","1","7.14285714285714285700"
542,"Potato Masher","14","1","7.14285714285714285700"
602,"Swim Goggles","14","1","7.14285714285714285700"
155,"Bose 700 Noise Cancelling Headphones","42","3","7.14285714285714285700"
734,"Kid’s Beach Tent","71","5","7.04225352112676056300"
20,"Apple MacBook Air 2020","57","4","7.01754385964912280700"
724,"Pet Training Mat","57","4","7.01754385964912280700"
208,"GoPro HERO11 Black","29","2","6.89655172413793103400"
427,"Women's Cozy Sweater","15","1","6.66666666666666666700"
641,"Dog Ramp","15","1","6.66666666666666666700"
383,"Women's Printed Scarf","15","1","6.66666666666666666700"
549,"Bird Cage","15","1","6.66666666666666666700"
393,"Women's Suede Boots","15","1","6.66666666666666666700"
473,"Coffee Grinder","15","1","6.66666666666666666700"
122,"Sennheiser Momentum True Wireless 2","30","2","6.66666666666666666700"
367,"Men's Casual Button-Down","15","1","6.66666666666666666700"
67,"Samsung Galaxy Watch 5","30","2","6.66666666666666666700"
397,"Men's Sweatpants","15","1","6.66666666666666666700"
153,"Sennheiser HD 660S","30","2","6.66666666666666666700"
398,"Women's Wool Hat","15","1","6.66666666666666666700"
661,"Swim Fins","76","5","6.57894736842105263200"
113,"Netgear Nighthawk X6S Router","31","2","6.45161290322580645200"
703,"Cat Play Mat","79","5","6.32911392405063291100"
228,"Razer Huntsman Elite Gaming Keyboard","48","3","6.25000000000000000000"
246,"Microsoft Xbox Elite Series 2 Controller","32","2","6.25000000000000000000"
345,"Women's Overalls","16","1","6.25000000000000000000"
313,"Women's Leather Handbag","16","1","6.25000000000000000000"
109,"Roku Streaming Stick 4K","33","2","6.06060606060606060600"
218,"Jabra PanaCast 50 Conference Camera","34","2","5.88235294117647058800"
312,"Men's Running Shoes","17","1","5.88235294117647058800"
647,"Outdoor Playhouse","17","1","5.88235294117647058800"
425,"Women's Embroidered Jacket","17","1","5.88235294117647058800"
562,"Board Game","17","1","5.88235294117647058800"
347,"Men's Graphic T-Shirt","17","1","5.88235294117647058800"
315,"Women's Wool Scarf","18","1","5.55555555555555555600"
78,"Samsung Galaxy S22","36","2","5.55555555555555555600"
407,"Men's Gym Shorts","18","1","5.55555555555555555600"
592,"Educational Tablet","19","1","5.26315789473684210500"
196,"Bose QuietComfort 45","38","2","5.26315789473684210500"
243,"HP Elite Dragonfly Laptop","38","2","5.26315789473684210500"
57,"Samsung 32-Inch Odyssey G7 Monitor","39","2","5.12820512820512820500"
101,"Anker PowerCore 26800 Portable Charger","39","2","5.12820512820512820500"
84,"Samsung Galaxy Z Fold 3","39","2","5.12820512820512820500"
681,"Paddle Ball","60","3","5.00000000000000000000"
24,"Apple MacBook Pro 14-inch","60","3","5.00000000000000000000"
63,"Samsung 27-Inch 4K Monitor","40","2","5.00000000000000000000"
127,"Acer Nitro 5 Gaming Laptop","41","2","4.87804878048780487800"
213,"Logitech MX Master 2S","42","2","4.76190476190476190500"
185,"iPad Air (4th Gen)","43","2","4.65116279069767441900"
698,"Pet Food Storage Container","68","3","4.41176470588235294100"
662,"Dog Toy Chew Ring","77","3","3.89610389610389610400"
231,"Sony A7S III Mirrorless Camera","32","1","3.12500000000000000000"
149,"Sony WH-CH710N Wireless Headphones","32","1","3.12500000000000000000"
236,"Canon EOS Rebel T8i Camera Kit","32","1","3.12500000000000000000"
82,"Samsung Galaxy S21 FE","34","1","2.94117647058823529400"
296,"Canon EOS M50 Mark II Camera Kit","3","0","0.00000000000000000000"
567,"Basketball","7","0","0.00000000000000000000"
408,"Women's Silk Robe","9","0","0.00000000000000000000"
601,"Portable Grill","10","0","0.00000000000000000000"
527,"Food Chopper","7","0","0.00000000000000000000"
200,"Anker Soundcore Liberty Air 2 Pro","23","0","0.00000000000000000000"
379,"Men's Leather Backpack","3","0","0.00000000000000000000"
746,"Pet Seat Belt","3","0","0.00000000000000000000"
387,"Men's Dress Vest","12","0","0.00000000000000000000"
513,"Wine Glasses Set","10","0","0.00000000000000000000"
558,"Lego Building Blocks","8","0","0.00000000000000000000"
277,"Razer Viper V2 Pro","2","0","0.00000000000000000000"
616,"Wooden Train Set","7","0","0.00000000000000000000"
405,"Women's Cropped Jacket","12","0","0.00000000000000000000"
450,"Food Processor","6","0","0.00000000000000000000"
341,"Unisex Cardigan","11","0","0.00000000000000000000"
290,"Microsoft Surface Book 2","7","0","0.00000000000000000000"
258,"Sony XBR-65A8H OLED TV","4","0","0.00000000000000000000"
494,"Countertop Compost Bin","12","0","0.00000000000000000000"
395,"Women's Tunic Top","8","0","0.00000000000000000000"
284,"Razer BlackWidow V3 Gaming Keyboard","8","0","0.00000000000000000000"
559,"Remote Control Car","8","0","0.00000000000000000000"
488,"Bread Maker","11","0","0.00000000000000000000"
295,"Lenovo Legion 5 Pro Gaming Laptop","10","0","0.00000000000000000000"
360,"Women's Embellished Dress","7","0","0.00000000000000000000"
496,"Food Processor Attachments","6","0","0.00000000000000000000"
463,"Baking Sheet Set","15","0","0.00000000000000000000"
629,"Camping Lantern","10","0","0.00000000000000000000"
348,"Women's Peacoat","6","0","0.00000000000000000000"
545,"Adjustable Measuring Cup","10","0","0.00000000000000000000"
501,"Utensil Holder","8","0","0.00000000000000000000"
262,"Logitech G Pro X Mechanical Keyboard","3","0","0.00000000000000000000"
381,"Unisex Tech Gloves","8","0","0.00000000000000000000"
336,"Unisex Crossbody Bag","8","0","0.00000000000000000000"
747,"Cat Tunnels","2","0","0.00000000000000000000"
595,"Bike Helmet","4","0","0.00000000000000000000"
350,"Women's Capris","12","0","0.00000000000000000000"
640,"Pet Odor Eliminator","13","0","0.00000000000000000000"
318,"Women's Yoga Pants","10","0","0.00000000000000000000"
356,"Unisex Utility Vest","12","0","0.00000000000000000000"
533,"Grilling Tools Set","9","0","0.00000000000000000000"
512,"Canister Set","9","0","0.00000000000000000000"
265,"Microsoft Surface Laptop 4","10","0","0.00000000000000000000"
514,"Serving Tray","11","0","0.00000000000000000000"
260,"Canon RF 15-35mm f/2.8L IS USM Lens","7","0","0.00000000000000000000"
423,"Unisex Sports Watch","16","0","0.00000000000000000000"
442,"4-Slice Toaster","12","0","0.00000000000000000000"
354,"Men's Sweater Vest","7","0","0.00000000000000000000"
326,"Unisex Beanie Hat","11","0","0.00000000000000000000"
568,"Soccer Ball","9","0","0.00000000000000000000"
385,"Women's Trapeze Dress","10","0","0.00000000000000000000"
293,"Logitech G512 Mechanical Keyboard","6","0","0.00000000000000000000"
492,"Kitchen Sink Organizer","13","0","0.00000000000000000000"
411,"Men's Casual Henley","11","0","0.00000000000000000000"
466,"Can Opener","10","0","0.00000000000000000000"
305,"HP Pavilion x360 14 Laptop","10","0","0.00000000000000000000"
307,"Razer Huntsman Mini Keyboard","11","0","0.00000000000000000000"
465,"Silicone Baking Mats","11","0","0.00000000000000000000"
242,"Canon RF 70-200mm f/2.8L IS USM Lens","35","0","0.00000000000000000000"
346,"Unisex Wallet","12","0","0.00000000000000000000"
264,"Lenovo IdeaPad Gaming 3","9","0","0.00000000000000000000"
308,"Logitech G910 Orion Spectrum Keyboard","9","0","0.00000000000000000000"
270,"Anker Soundcore Motion+","11","0","0.00000000000000000000"
578,"Cat Litter Box","9","0","0.00000000000000000000"
435,"Women's Wool Blend Dress","5","0","0.00000000000000000000"
625,"Snowshoes","10","0","0.00000000000000000000"
351,"Unisex Sports Cap","11","0","0.00000000000000000000"
517,"Adjustable Cooling Rack","14","0","0.00000000000000000000"
314,"Men's Sports Watch","8","0","0.00000000000000000000"
386,"Unisex Leather Gloves","12","0","0.00000000000000000000"
614,"Remote Control Helicopter","7","0","0.00000000000000000000"
261,"HP 27fw Monitor","6","0","0.00000000000000000000"
619,"Puzzle Mat","4","0","0.00000000000000000000"
429,"Men's Casual Slacks","22","0","0.00000000000000000000"
299,"Sony WH-XB900N Wireless Headphones","7","0","0.00000000000000000000"
605,"Dog Harness","9","0","0.00000000000000000000"
390,"Women's A-Line Skirt","8","0","0.00000000000000000000"
263,"Sony A7 III Camera Kit","7","0","0.00000000000000000000"
470,"Cast Iron Skillet","7","0","0.00000000000000000000"
434,"Men's Stretch Jeans","16","0","0.00000000000000000000"
556,"Fish Tank","8","0","0.00000000000000000000"
417,"Women's Leather Boots","10","0","0.00000000000000000000"
577,"Running Shoes","16","0","0.00000000000000000000"
505,"Soup Maker","11","0","0.00000000000000000000"
416,"Men's Lightweight Hoodie","12","0","0.00000000000000000000"
456,"Portable Induction Cooktop","9","0","0.00000000000000000000"
278,"Canon EOS Rebel T7 DSLR Kit","9","0","0.00000000000000000000"
253,"Sony WH-1000XM4 Noise Cancelling Headphones","5","0","0.00000000000000000000"
327,"Men's Leather Belt","10","0","0.00000000000000000000"
467,"Measuring Cups and Spoons Set","9","0","0.00000000000000000000"
624,"Sports Water Bottle","5","0","0.00000000000000000000"
457,"Espresso Machine","14","0","0.00000000000000000000"
373,"Women's Fit & Flare Dress","11","0","0.00000000000000000000"
252,"HP Spectre x360 13 Laptop","8","0","0.00000000000000000000"
610,"Pet Travel Bed","11","0","0.00000000000000000000"
551,"Cat Bed","8","0","0.00000000000000000000"
566,"Building Blocks","10","0","0.00000000000000000000"
519,"Cooktop Burner","19","0","0.00000000000000000000"
741,"Kid’s Yoga Mat","2","0","0.00000000000000000000"
550,"Pet Carrier","12","0","0.00000000000000000000"
279,"Logitech G203 Lightsync Gaming Mouse","7","0","0.00000000000000000000"
288,"Logitech C922 Pro Streaming Webcam","5","0","0.00000000000000000000"
622,"Hot Wheels Cars","4","0","0.00000000000000000000"
401,"Unisex Graphic Tee","7","0","0.00000000000000000000"
575,"Fishing Rod","10","0","0.00000000000000000000"
388,"Women's Wide-Leg Pants","8","0","0.00000000000000000000"
630,"CrossFit Gear","5","0","0.00000000000000000000"
